"V1","V2"
1.43952435344779,2.10453204554509
1.76982251051672,3.10737907320629
3.55870831414912,3.56571272341884
2.07050839142458,2.73427347573657
2.12928773516095,2.24051801361602
3.71506498688328,3.8185373398825
2.4609162059892,2.55071089290083
0.734938765393466,0.922989293573993
1.31314714810647,2.32728774829148
1.55433802990004,3.5730434243884
3.22408179743946,3.11377581311065
2.35981382705736,3.70641946117015
2.40077145059405,1.79925819957504
2.11068271594512,3.00722328434411
1.44415886524592,3.17189926614665
3.78691313680308,4.15426303047301
2.49785047822924,3.34044350782286
0.0333828433703618,1.4618237421354
2.70135590156369,2.61481240141072
1.52720859227207,1.87668274672514
0.932176294013155,2.56797308876408
1.7820250853417,2.07047545734595
0.97399555169276,2.06216256758605
1.27110877070886,2.4137720411999
1.37496073215074,4.28431170367938
0.313306689257587,1.59204816776576
2.83778704449452,3.62274427355569
2.15337311783652,3.14420263514105
0.861863062988052,1.59793925153874
3.25381492106993,3.56515284645668
2.42646422147681,4.46424985119164
1.70492851700773,3.2434782383821
2.89512566104502,3.48327158844066
2.87813348753304,3.07317375394195
2.82158108163749,1.63262628671484
2.68864025410009,4.32408689411342
2.55391765353759,2.01200741956239
1.93808828942328,3.60985748659847
1.69403733626008,4.50035085752793
1.61952899898762,1.55931634174162
1.30529302107949,3.26040957295222
1.7920827219804,2.66897167435916
0.734603648431736,1.00578504398455
4.16895596533851,2.77273731620369
3.20796199830499,2.21700998775717
0.876891416796651,1.978667173164
1.59711516470092,1.53264011162023
1.53334464637678,3.36242572427487
2.77996511833632,5.20873025237821
1.91663093352817,1.84371437907284
2.25331851399475,3.80886111045876
1.9714532446513,3.65173673961575
1.95712954270868,3.26626064392785
3.36860228401446,2.81102138265735
1.77422901434073,2.78366551527995
3.51647060442954,3.51540581885468
0.451247195769779,2.71318683571857
2.58461374963607,2.96976545067824
2.12385424384461,3.90801089361337
2.21594156874397,2.78357424577439
2.37963948275988,4.10149461342679
1.4976765468907,1.84022433260602
1.66679261633058,1.74206985349257
0.981424616892911,5.29753522678644
0.928208773524422,2.10309512565497
2.30352864140426,3.41003699108584
2.44820977862943,3.77539039830681
2.0530042267305,2.60753580164275
2.92226746787974,3.90874939456741
4.05008468562714,4.34457499662438
1.50896883394346,2.56795942587404
-0.309168875640812,1.90196098790267
3.00573852446226,3.47336615505645
1.29079923741761,4.48869303399005
1.31199138353264,2.01397979965167
3.0255713696967,2.56362507510878
1.71522699294899,2.890339210125
0.779282287745464,2.65852536027652
2.18130347974915,3.46869216195915
1.86110863756096,2.53359829643855
2.00576418589989,2.082014648423
2.38528040112633,4.28659065274058
1.62933996820759,2.51186386569293
2.64437654851883,2.5726321478994
1.77951343818125,2.6851326099924
2.3317819639157,2.99513164843809
3.09683901314935,4.50963867364247
2.4351814908338,3.29097539310758
1.67406841446877,3.490063941024
3.14880761845109,3.14200423844759
2.99350385596212,3.68246701380115
2.54839695950807,2.99301223215207
2.23873173511144,3.20127760573359
1.37209392396063,1.91063954835402
3.36065244853001,2.54513879708339
1.39974041285287,4.42950773439648
4.18733299301658,4.61389559808607
3.53261062618519,2.68267252689745
1.76429964089952,2.35286461067731
0.973579099693219,1.46013368090481
9.19881034888372,6.65805933443586
8.31241297643351,6.88825659381297
6.73485494330365,7.18423465559125
7.54319405923209,6.83300810505725
6.58566005208114,7.70727836840174
6.52375310538442,8.45879886416309
6.21139716214976,6.31514649748295
6.40538273254049,8.38060162556503
8.65090746733669,8.68444056598988
6.94597187491456,9.95993016931383
7.11924523642758,9.20546921597446
7.24368742959909,8.64881088494829
8.23247587848534,5.98306141846091
6.48393616905522,7.58101832060051
6.00749284960796,7.96192122946352
8.67569693240319,8.16840995025269
6.55883678309471,8.03154493709936
6.27693403006013,7.01624552386571
5.76372688111671,9.97773118988247
5.7152842776822,9.25482659776954
6.42602652070201,8.39868608832169
7.61798581716653,8.97660580982335
8.10984813892972,6.38993628387861
7.70758835383559,8.41810588100303
6.63634270290475,7.61027057445711
7.0597499373846,8.6343266758713
6.29540353631993,8.15335849224697
6.28278183842599,8.81897148558973
7.88465049897692,9.00860745749494
5.98440742139646,8.31163207651622
8.95529396549246,8.38410088388126
6.90968040603415,6.89340206376397
7.21453882662922,7.24727158836278
6.26147229526043,9.67079964180199
6.42561131023673,8.53232178853979
5.68298386769476,6.43740904123739
6.81707461162727,6.75366881876955
7.41898240492446,7.68277239685189
7.32430434416138,8.72860961032567
6.21846351294525,8.13727051452169
6.211378029146,8.83202348985004
6.49780128165714,9.06549243974433
8.49606066984635,9.14526650801554
5.86269637933426,8.39462764400603
6.8209484056198,8.00412790024372
8.90236182167893,5.75680960722179
6.89902511467119,8.12504495138145
5.64015929617861,7.86244202358729
6.33523056472594,7.27028490698963
7.48545997890488,7.68274239995311
6.62439712833023,9.0808749411916
6.43812363645022,6.26760200714052
6.65608276587154,7.69557670821979
7.09049664713922,8.08411588301456
8.59850877114583,6.66838165257846
6.91143488786112,8.34509263996014
8.08079949615152,8.06823928106575
7.63075411565057,7.77925927790721
6.88636010449386,5.68177501492091
5.4670979971094,10.9128853310123
6.47888268244748,7.96049218554505
6.51012954686153,8.76815993494736
7.04715443276153,8.24701025800567
8.30019867766682,8.58741636403589
9.29307897383109,8.09207370715579
8.54758105898377,7.33559575208042
6.86684903567106,8.40069435192089
5.24347260444236,7.62509567329244
6.61122013592826,8.93408641191462
7.08920722307329,7.53343528826008
7.84501300406744,10.0519509418982
7.96252796848427,6.1362413444016
7.68430942941646,7.35209155115241
5.60472565020053,9.20594451208602
7.84964304563336,8.23174252069622
6.55344278357278,7.57163809379674
7.17480270016126,6.99669096474239
7.07455117717373,8.11545568522375
7.42816676497051,7.85790156821806
7.02467498282614,6.28477805136474
5.33252490241434,8.53320214666547
7.73649596477344,7.96051936600492
7.38602656834968,8.05087038909842
6.73434837472178,7.0732733724818
7.11814451104668,8.41875884595804
7.13403864536846,9.27486050193761
7.221019468561,8.36891594953839
8.64084616597749,6.42446379163956
6.78094962106652,7.65013582222124
7.16806538388466,8.27974219527908
8.16838387306909,7.0322426452592
8.05418102337692,5.62548227122225
8.14526311038036,8.49994258799588
6.42253199894044,7.38196918989154
